"","biosample_id","organism","subspecies","strain","host","host_taxid","isolation_source","env_local_scale","collected_by","geo_loc_name","collection_date","first_public","lat_lon","year","type","public.year"
"NZ_CP082029.1","SAMN20928636","Klebsiella pneumoniae",NA,"KP18-2113","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-12-02",NA,"34.73 N 113.70 E",2018,"chromosome",NA
"NZ_CP082030.1","SAMN20928636","Klebsiella pneumoniae",NA,"KP18-2113","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-12-02",NA,"34.73 N 113.70 E",2018,"plasmid",NA
"NZ_CP082032.1","SAMN20928637","Klebsiella pneumoniae",NA,"KP18-2138","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-12-19",NA,"34.73 N 113.70 E",2018,"chromosome",NA
"NZ_CP082034.1","SAMN20928637","Klebsiella pneumoniae",NA,"KP18-2138","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-12-19",NA,"34.73 N 113.70 E",2018,"plasmid",NA
"NZ_CP082037.1","SAMN20928638","Klebsiella pneumoniae",NA,"KP18-2172","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-12-24",NA,"34.73 N 113.70 E",2018,"chromosome",NA
"NZ_CP082039.1","SAMN20928638","Klebsiella pneumoniae",NA,"KP18-2172","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-12-24",NA,"34.73 N 113.70 E",2018,"plasmid",NA
"NZ_CP082041.1","SAMN20928639","Klebsiella pneumoniae",NA,"KP19-2196","Homo sapiens",NA,"Hydrothorax",NA,"Zhengzhou University","China","2019-02-23",NA,"34.73 N 113.70 E",2019,"chromosome",NA
"NZ_CP082042.1","SAMN20928639","Klebsiella pneumoniae",NA,"KP19-2196","Homo sapiens",NA,"Hydrothorax",NA,"Zhengzhou University","China","2019-02-23",NA,"34.73 N 113.70 E",2019,"plasmid",NA
"NZ_CP082043.1","SAMN20928639","Klebsiella pneumoniae",NA,"KP19-2196","Homo sapiens",NA,"Hydrothorax",NA,"Zhengzhou University","China","2019-02-23",NA,"34.73 N 113.70 E",2019,"plasmid",NA
"NZ_CP083266.1","SAMN20959237","Escherichia coli",NA,"JNU",NA,NA,"Environmental waters",NA,"Zhou Li","China:Jiangsu","2006-09-10",NA,NA,2006,"plasmid",NA
"NZ_CP082290.1","SAMN20959416","Klebsiella pneumoniae subsp. pneumoniae",NA,"Kp6",NA,NA,NA,NA,NA,NA,"2015-02",NA,NA,2015,"chromosome",NA
"NZ_CP082291.1","SAMN20959416","Klebsiella pneumoniae subsp. pneumoniae",NA,"Kp6",NA,NA,NA,NA,NA,NA,"2015-02",NA,NA,2015,"plasmid",NA
"NZ_CP082900.1","SAMN20964956","Klebsiella aerogenes",NA,"KAE3SP","Homo sapiens",NA,NA,"sputum",NA,"missing","2012",NA,"missing",2012,"plasmid",NA
"NZ_CP082168.1","SAMN20966583","Raoultella planticola",NA,"SCLZS62",NA,NA,NA,"river",NA,"China:Luzhou","2019-11",NA,"28.88 N 105.44 E",2019,"chromosome",NA
"NZ_CP082170.1","SAMN20966583","Raoultella planticola",NA,"SCLZS62",NA,NA,NA,"river",NA,"China:Luzhou","2019-11",NA,"28.88 N 105.44 E",2019,"plasmid",NA
"NZ_CP082173.1","SAMN20966583","Raoultella planticola",NA,"SCLZS62",NA,NA,NA,"river",NA,"China:Luzhou","2019-11",NA,"28.88 N 105.44 E",2019,"plasmid",NA
"NZ_CP082175.1","SAMN20966583","Raoultella planticola",NA,"SCLZS62",NA,NA,NA,"river",NA,"China:Luzhou","2019-11",NA,"28.88 N 105.44 E",2019,"plasmid",NA
"NZ_CP082176.1","SAMN20966583","Raoultella planticola",NA,"SCLZS62",NA,NA,NA,"river",NA,"China:Luzhou","2019-11",NA,"28.88 N 105.44 E",2019,"plasmid",NA
"NZ_CP082831.1","SAMN20982447","Escherichia coli",NA,"SCAID WND1-2021 (1/128)","Homo sapiens",NA,"Swab from Wound",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-02-16",NA,"43.23 N 76.88 E",2021,"chromosome",NA
"NZ_CP082828.1","SAMN20982448","Escherichia coli",NA,"SCAID WND2-2021 (3/145)","Homo sapiens",NA,"Swab from Wound",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-02-16",NA,"43.23 N 76.88 E",2021,"plasmid",NA
"NZ_CP082825.1","SAMN20982449","Escherichia coli",NA,"SCAID URN1-2021 (19/278)","Homo sapiens",NA,"urine",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-03-26",NA,"43.23 N 76.88 E",2021,"plasmid",NA
"NZ_CP082826.1","SAMN20982449","Escherichia coli",NA,"SCAID URN1-2021 (19/278)","Homo sapiens",NA,"urine",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-03-26",NA,"43.23 N 76.88 E",2021,"plasmid",NA
"NZ_CP082823.1","SAMN20982450","Pseudomonas aeruginosa",NA,"SCAID TST-2021 (7/157)","Homo sapiens",NA,"Swab from tracheostomic tube",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-03-10",NA,"43.23 N 76.88 E",2021,"chromosome",NA
"NZ_CP082822.1","SAMN20982451","Pseudomonas aeruginosa",NA,"SCAID WND1-2021 (9/195)","Homo sapiens",NA,"Swab from Wound",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-03-10",NA,"43.23 N 76.88 E",2021,"chromosome",NA
"NZ_CP082821.1","SAMN20982452","Pseudomonas aeruginosa",NA,"SCAID PLC1-2021 (16/222)","Homo sapiens",NA,"Pleural Cavity",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-03-18",NA,"43.23 N 76.88 E",2021,"chromosome",NA
"NZ_CP082805.1","SAMN20982458","Klebsiella pneumoniae",NA,"SCAID PHRX1-2021 (13/97)","Homo sapiens",NA,"Swab from Pharynx",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-03-16",NA,"43.23 N 76.88 E",2021,"chromosome",NA
"NZ_CP082799.1","SAMN20982459","Klebsiella pneumoniae",NA,"SCAID TST1-2021 (15/226)","Homo sapiens",NA,"Swab from tracheostomic tube",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-03-16",NA,"43.23 N 76.88 E",2021,"chromosome",NA
"NZ_CP082796.1","SAMN20982460","Klebsiella pneumoniae",NA,"SCAID PHRX2-2021 (20/245)","Homo sapiens",NA,"Swab from Pharynx",NA,"JSC Scientific Center for anti-infectious Drugs, Laboratory of Microbiology","Kazakhstan: Almaty","2021-03-26",NA,"43.23 N 76.88 E",2021,"chromosome",NA
"NZ_CP083181.1","SAMN21028540","Acinetobacter baumannii",NA,"AB43","Homo sapiens",NA,"sputum",NA,"Affiliated Hospital of Yangzhou University","China:Yangzhou","2017-07-05",NA,"32.39 N 119.45 E",2017,"chromosome",NA
"NZ_CP084986.1","SAMN21156845","Klebsiella pneumoniae",NA,"KP18-2110-2","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-11-30",NA,"34.73 N 113.70 E",2018,"chromosome",NA
"NZ_CP084987.1","SAMN21156845","Klebsiella pneumoniae",NA,"KP18-2110-2","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-11-30",NA,"34.73 N 113.70 E",2018,"plasmid",NA
"NZ_CP084988.1","SAMN21156845","Klebsiella pneumoniae",NA,"KP18-2110-2","Homo sapiens",NA,"blood",NA,"Zhengzhou University","China","2018-11-30",NA,"34.73 N 113.70 E",2018,"plasmid",NA
"NZ_CP083415.1","SAMN21162368","Escherichia coli",NA,"SPCR2020","Homo sapiens",NA,"rectal swab of 45 year old man with liver cirrhosis returning from Russia",NA,NA,"Canada: Vancouver","2020-10-12",NA,NA,2020,"plasmid",NA
"NZ_CP083417.1","SAMN21162368","Escherichia coli",NA,"SPCR2020","Homo sapiens",NA,"rectal swab of 45 year old man with liver cirrhosis returning from Russia",NA,NA,"Canada: Vancouver","2020-10-12",NA,NA,2020,"plasmid",NA
"NZ_CP083419.1","SAMN21162368","Escherichia coli",NA,"SPCR2020","Homo sapiens",NA,"rectal swab of 45 year old man with liver cirrhosis returning from Russia",NA,NA,"Canada: Vancouver","2020-10-12",NA,NA,2020,"chromosome",NA
"NZ_CP082786.1","SAMN21163724","Klebsiella quasipneumoniae",NA,"MMCC7","Eclectus roratus",NA,NA,NA,"Miriam Min-Chen Cheng","Hong Kong: Wanchai","2019-09",NA,"22.275866 N 114.171324 E",2019,"plasmid",NA
"NZ_CP084353.1","SAMN21168046","Aeromonas hydrophila",NA,"71317","Homo sapiens",NA,"blood",NA,"Xing-bei Weng","China:Ningbo","2020-06-05",NA,"30 N 120 E",2020,"chromosome",NA
"NZ_CP084352.1","SAMN21168048","Aeromonas hydrophila",NA,"71339","Homo sapiens",NA,"urine",NA,"Xing-bei Weng","China:Ningbo","2020-06-15",NA,"30 N 120 E",2020,"chromosome",NA
"NZ_CP084350.1","SAMN21168050","Aeromonas caviae",NA,"71442","Homo sapiens",NA,"bile",NA,"Xing-bei Weng","China:Ningbo","2020-10-03",NA,"30 N 120 E",2020,"chromosome",NA
"NZ_CP085468.1","SAMN21168053","Aeromonas caviae",NA,"71485","Homo sapiens",NA,"bile",NA,"Xing-bei Weng","China:Ningbo","2020-12-09",NA,"30 N 120 E",2020,"chromosome",NA
"NZ_CP085465.1","SAMN21168054","Aeromonas veronii",NA,"71506","Homo sapiens",NA,"bile",NA,"Xing-bei Weng","China:Ningbo","2020-12-24",NA,"30 N 120 E",2020,"chromosome",NA
"NZ_CP083532.1","SAMN21169125","Escherichia coli",NA,"elppa2","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-10",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP083513.1","SAMN21169127","Escherichia coli",NA,"elppa4","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-08",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP083515.1","SAMN21169127","Escherichia coli",NA,"elppa4","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-08",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP083503.1","SAMN21169128","Escherichia coli",NA,"elppa5","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-11",NA,"24 N 120 E",2019,"chromosome",NA
"NZ_CP083508.1","SAMN21169128","Escherichia coli",NA,"elppa5","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-11",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP083498.1","SAMN21169129","Escherichia coli",NA,"elppa6","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-01",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP083499.1","SAMN21169129","Escherichia coli",NA,"elppa6","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-01",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP083501.1","SAMN21169129","Escherichia coli",NA,"elppa6","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-01",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP083492.1","SAMN21169131","Escherichia coli",NA,"elppa8","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-04",NA,"24 N 121 E",2019,"chromosome",NA
"NZ_CP083493.1","SAMN21169131","Escherichia coli",NA,"elppa8","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-04",NA,"24 N 121 E",2019,"plasmid",NA
"NZ_CP083495.1","SAMN21169131","Escherichia coli",NA,"elppa8","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-04",NA,"24 N 121 E",2019,"plasmid",NA
"NZ_CP083489.1","SAMN21169132","Escherichia coli",NA,"elppa9","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-04",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP083479.1","SAMN21169133","Escherichia coli",NA,"elppa10","Homo sapiens",NA,"blood",NA,"National Chung Cheng University","Taiwan","2019-12",NA,"24 N 120 E",2019,"plasmid",NA
"NZ_CP082955.1","SAMN21210682","Salmonella enterica subsp. arizonae",NA,"S499",NA,NA,"anthropogenic",NA,NA,"China: Wuhan","2020-06-20",NA,NA,2020,"plasmid",NA
"NZ_CP082958.1","SAMN21210682","Salmonella enterica subsp. arizonae",NA,"S499",NA,NA,"anthropogenic",NA,NA,"China: Wuhan","2020-06-20",NA,NA,2020,"plasmid",NA
"NZ_CP082959.1","SAMN21210682","Salmonella enterica subsp. arizonae",NA,"S499",NA,NA,"anthropogenic",NA,NA,"China: Wuhan","2020-06-20",NA,NA,2020,"plasmid",NA
"NZ_CP084103.1","SAMN21211508","Klebsiella pneumoniae",NA,"C11","Homo sapiens",NA,"sputum",NA,"Ruifei chen","China: Zhengzhou","2018-05-31",NA,"36.14 N 112.42 E",2018,"chromosome",NA
"NZ_CP084105.1","SAMN21211508","Klebsiella pneumoniae",NA,"C11","Homo sapiens",NA,"sputum",NA,"Ruifei chen","China: Zhengzhou","2018-05-31",NA,"36.14 N 112.42 E",2018,"plasmid",NA
"NZ_CP083638.1","SAMN21218855","Escherichia fergusonii",NA,"FDAARGOS_1499","missing",NA,"missing",NA,"DSMZ","Germany: Braunschweig","Unknown",NA,"Not applicable",NA,"chromosome",NA
"NZ_CP083639.1","SAMN21218855","Escherichia fergusonii",NA,"FDAARGOS_1499","missing",NA,"missing",NA,"DSMZ","Germany: Braunschweig","Unknown",NA,"Not applicable",NA,"plasmid",NA
"NZ_CP084705.1","SAMN21219937","Klebsiella pneumoniae",NA,"KP1064WHY","Homo sapiens",NA,"blood",NA,NA,"China: zhejiang","2019-07-08",NA,NA,2019,"chromosome",NA
"NZ_CP084707.1","SAMN21219937","Klebsiella pneumoniae",NA,"KP1064WHY","Homo sapiens",NA,"blood",NA,NA,"China: zhejiang","2019-07-08",NA,NA,2019,"plasmid",NA
"NZ_CP082952.1","SAMN21240079","Acinetobacter baumannii",NA,"Cl300","Homo sapiens",NA,"tracheal aspirate",NA,"Ahmad Al Atrouni","Lebanon","2015",NA,"34.4374 N 35.8603 E",2015,"chromosome",NA
"NZ_CP082947.1","SAMN21240411","Campylobacter coli",NA,"C203016","Chicken",NA,NA,NA,NA,"China:henan","2020",NA,NA,2020,"chromosome",NA
"NZ_CP083701.1","SAMN21369264","Escherichia coli",NA,"SUISSEKPC3NDM5","Homo sapiens",NA,"urine","urine",NA,"Switzerland: Basel","2020-11-06",NA,"47.55839 N 7.57327 E",2020,"chromosome",NA
"NZ_CP083702.1","SAMN21369264","Escherichia coli",NA,"SUISSEKPC3NDM5","Homo sapiens",NA,"urine","urine",NA,"Switzerland: Basel","2020-11-06",NA,"47.55839 N 7.57327 E",2020,"plasmid",NA
"NZ_CP083703.1","SAMN21369264","Escherichia coli",NA,"SUISSEKPC3NDM5","Homo sapiens",NA,"urine","urine",NA,"Switzerland: Basel","2020-11-06",NA,"47.55839 N 7.57327 E",2020,"plasmid",NA
"NZ_CP083704.1","SAMN21369264","Escherichia coli",NA,"SUISSEKPC3NDM5","Homo sapiens",NA,"urine","urine",NA,"Switzerland: Basel","2020-11-06",NA,"47.55839 N 7.57327 E",2020,"plasmid",NA
"NZ_CP083705.1","SAMN21369264","Escherichia coli",NA,"SUISSEKPC3NDM5","Homo sapiens",NA,"urine","urine",NA,"Switzerland: Basel","2020-11-06",NA,"47.55839 N 7.57327 E",2020,"plasmid",NA
"NZ_CP083395.1","SAMN21378319","Campylobacter coli",NA,"C203018",NA,NA,"chicken",NA,NA,"China:henan","2020",NA,NA,2020,"chromosome",NA
"NZ_CP083377.1","SAMN21378336","Campylobacter coli",NA,"C203110",NA,NA,"chicken",NA,NA,"China:henan","2020",NA,NA,2020,"chromosome",NA
"NZ_CP083378.1","SAMN21378337","Campylobacter coli",NA,"C203112",NA,NA,"chicken",NA,NA,"China:henan","2020",NA,NA,2020,"chromosome",NA
"NZ_CP083379.1","SAMN21378338","Campylobacter coli",NA,"C203115",NA,NA,"chicken",NA,NA,"China:henan","2020",NA,NA,2020,"chromosome",NA
"NZ_CP083890.1","SAMN21398202","Escherichia coli",NA,"NDM1","Homo sapiens",NA,"blood",NA,"Johns Hopkins University","USA: Baltimore","2020",NA,"39.296 N 76.591 W",2020,"plasmid",NA
"NZ_CP083884.1","SAMN21398203","Escherichia coli",NA,"NDM2","Homo sapiens",NA,"blood",NA,"Johns Hopkins University","USA: Baltimore","2020",NA,"39.296 N 76.591 W",2020,"plasmid",NA
"NZ_CP083881.1","SAMN21398204","Escherichia coli",NA,"NDM3","Homo sapiens",NA,"urine",NA,"Johns Hopkins University","USA: Baltimore","2020",NA,"39.296 N 76.591 W",2020,"plasmid",NA
"NZ_CP083878.1","SAMN21398205","Escherichia coli",NA,"NDM4","Homo sapiens",NA,"Pelvic abcsess",NA,"Johns Hopkins University","USA: Baltimore","2020",NA,"39.296 N 76.591 W",2020,"plasmid",NA
"NZ_CP083867.1","SAMN21398206","Escherichia coli",NA,"NDM6","Homo sapiens",NA,"urine",NA,"Johns Hopkins University","USA: Baltimore","2020",NA,"39.296 N 76.591 W",2020,"plasmid",NA
"NZ_CP083874.1","SAMN21398207","Escherichia coli",NA,"NDM5","Homo sapiens",NA,"urine",NA,"Johns Hopkins University","USA: Baltimore","2020",NA,"39.296 N 76.591 W",2020,"plasmid",NA
"NZ_CP083875.1","SAMN21398207","Escherichia coli",NA,"NDM5","Homo sapiens",NA,"urine",NA,"Johns Hopkins University","USA: Baltimore","2020",NA,"39.296 N 76.591 W",2020,"plasmid",NA
"NZ_CP083876.1","SAMN21398207","Escherichia coli",NA,"NDM5","Homo sapiens",NA,"urine",NA,"Johns Hopkins University","USA: Baltimore","2020",NA,"39.296 N 76.591 W",2020,"plasmid",NA
"NZ_CP083445.1","SAMN21399028","Klebsiella pneumoniae",NA,"KP294","Homo sapiens",NA,"secretion",NA,NA,"China:Yongchuan District, Chongqing","2020-05-30",NA,NA,2020,"chromosome",NA
"NZ_CP083446.1","SAMN21399028","Klebsiella pneumoniae",NA,"KP294","Homo sapiens",NA,"secretion",NA,NA,"China:Yongchuan District, Chongqing","2020-05-30",NA,NA,2020,"plasmid",NA
"NZ_CP083443.1","SAMN21400268","Klebsiella pneumoniae",NA,"KP1711R",NA,NA,"Waste water",NA,NA,"China","2021-06-12",NA,NA,2021,"chromosome",NA
"NZ_CP084372.1","SAMN21402691","Citrobacter werkmanii",NA,"FDAARGOS_1524","missing",NA,"missing",NA,"DSMZ","Germany: Braunschweig","Unknown",NA,"Not applicable",NA,"chromosome",NA
"NZ_CP084360.1","SAMN21402702","Ralstonia pickettii",NA,"FDAARGOS_1535","missing",NA,"missing",NA,"DSMZ","Germany: Braunschweig","Unknown",NA,"Not applicable",NA,"chromosome",NA
"NZ_CP083461.1","SAMN21418941","Aeromonas veronii",NA,"SW3814",NA,NA,NA,"lake [ENVO:00000020]",NA,"USA: Southern California","2015-06-06",NA,"33.9951 N 117.756 W",2015,"chromosome",NA
"NZ_CP083462.1","SAMN21418941","Aeromonas veronii",NA,"SW3814",NA,NA,NA,"lake [ENVO:00000020]",NA,"USA: Southern California","2015-06-06",NA,"33.9951 N 117.756 W",2015,"plasmid",NA
"NZ_CP083585.1","SAMN21437960","Escherichia coli",NA,"ECNB21-M121",NA,NA,"meat",NA,NA,"China:Zhejiang","2021-01",NA,NA,2021,"chromosome",NA
"NZ_CP083586.1","SAMN21437960","Escherichia coli",NA,"ECNB21-M121",NA,NA,"meat",NA,NA,"China:Zhejiang","2021-01",NA,NA,2021,"plasmid",NA
"NZ_CP084332.1","SAMN21491216","Klebsiella pneumoniae",NA,"HJM-ERG332","Homo sapiens",NA,"urine",NA,"Mendieta-Condado Edgar Escobar-Escamilla Noe Ramirez -Gonzalez Jose Ernesto Cortes-Ortiz Iliana Alejandra Bravata-Alcantara Juan Carlos Garces-Ayala Fabiola Araiza Rodriguez Adnan","Mexico: Mexico City","2016-08-02",NA,"19.25 N 99.08 W",2016,"chromosome",NA
"NZ_CP083947.1","SAMN21540781","Acinetobacter johnsonii",NA,"CSUSB1",NA,NA,"garden soil",NA,NA,"USA:California","2019",NA,NA,2019,"chromosome",NA
"NZ_CP083944.1","SAMN21540782","Aeromonas hydrophila",NA,"CSUSB2",NA,NA,"American Alligator's water tank",NA,NA,"USA:California","2019",NA,NA,2019,"chromosome",NA
"NZ_CP084031.1","SAMN21545965","Aeromonas caviae",NA,"K433","Homo sapiens",NA,"sputum",NA,"a teaching hospital","China: Zhejiang","2020",NA,"28 N 121 E",2020,"chromosome",NA
"NZ_CP084027.1","SAMN21545971","Escherichia coli",NA,"035053C1pKPC2_Vir_090515B1",NA,NA,"conjugation",NA,NA,"China: Chengdu, Sichuan","2021",NA,NA,2021,"plasmid",NA
"NZ_JAJDSQ010000003.1","SAMN21601015","Citrobacter freundii",NA,"DY2007","Homo sapiens",NA,"blood",NA,"Affiliated Dongyang Hospital of Wenzhou Medical University","China: Dongyang","2020-01-24",NA,"29.29 N 120.24 E",2020,"plasmid",NA
"NZ_JAJDSQ010000004.1","SAMN21601015","Citrobacter freundii",NA,"DY2007","Homo sapiens",NA,"blood",NA,"Affiliated Dongyang Hospital of Wenzhou Medical University","China: Dongyang","2020-01-24",NA,"29.29 N 120.24 E",2020,"plasmid",NA
"NZ_CP086287.1","SAMN21601121","Citrobacter freundii",NA,"DY2010","Homo sapiens",NA,"urine",NA,"Affiliated Dongyang Hospital of Wenzhou Medical University","China: Dongyang","2020-01-24",NA,"29.29 N 120.24 E",2020,"chromosome",NA
"NZ_CP086288.1","SAMN21601121","Citrobacter freundii",NA,"DY2010","Homo sapiens",NA,"urine",NA,"Affiliated Dongyang Hospital of Wenzhou Medical University","China: Dongyang","2020-01-24",NA,"29.29 N 120.24 E",2020,"plasmid",NA
"NZ_CP086290.1","SAMN21601121","Citrobacter freundii",NA,"DY2010","Homo sapiens",NA,"urine",NA,"Affiliated Dongyang Hospital of Wenzhou Medical University","China: Dongyang","2020-01-24",NA,"29.29 N 120.24 E",2020,"plasmid",NA
"NZ_CP084168.1","SAMN21848771","Klebsiella pneumoniae",NA,"B17602","Homo sapiens",NA,"blood",NA,"Christian Medical College","India","2015",NA,"12.9246 N 79.1348 E",2015,"chromosome",NA
"NZ_CP084169.1","SAMN21848771","Klebsiella pneumoniae",NA,"B17602","Homo sapiens",NA,"blood",NA,"Christian Medical College","India","2015",NA,"12.9246 N 79.1348 E",2015,"plasmid",NA
"NZ_CP084743.1","SAMN21849102","Klebsiella pneumoniae",NA,"KP200731214","Homo sapiens",NA,NA,NA,NA,"China: Hangzhou","2020-05-20",NA,NA,2020,"chromosome",NA
"NZ_CP084745.1","SAMN21849102","Klebsiella pneumoniae",NA,"KP200731214","Homo sapiens",NA,NA,NA,NA,"China: Hangzhou","2020-05-20",NA,NA,2020,"plasmid",NA
"NZ_CP084746.1","SAMN21849102","Klebsiella pneumoniae",NA,"KP200731214","Homo sapiens",NA,NA,NA,NA,"China: Hangzhou","2020-05-20",NA,NA,2020,"plasmid",NA
"NZ_CP084479.1","SAMN21850281","Klebsiella pneumoniae",NA,"NRZ-33224","Homo sapiens",NA,"genital swab",NA,NA,"Germany","2017-03-30",NA,NA,2017,"chromosome",NA
"NZ_CP084497.1","SAMN21874042","Klebsiella pneumoniae",NA,"1632","Homo sapiens",NA,NA,NA,NA,"China","2018-11-09",NA,NA,2018,"chromosome",NA
"NZ_CP084498.1","SAMN21874042","Klebsiella pneumoniae",NA,"1632","Homo sapiens",NA,NA,NA,NA,"China","2018-11-09",NA,NA,2018,"plasmid",NA
"NZ_CP084499.1","SAMN21874042","Klebsiella pneumoniae",NA,"1632","Homo sapiens",NA,NA,NA,NA,"China","2018-11-09",NA,NA,2018,"plasmid",NA
"NZ_CP084492.1","SAMN21874043","Klebsiella pneumoniae",NA,"1864","Homo sapiens",NA,NA,NA,NA,"China","2018-11-09",NA,NA,2018,"chromosome",NA
"NZ_CP084493.1","SAMN21874043","Klebsiella pneumoniae",NA,"1864","Homo sapiens",NA,NA,NA,NA,"China","2018-11-09",NA,NA,2018,"plasmid",NA
"NZ_CP084494.1","SAMN21874043","Klebsiella pneumoniae",NA,"1864","Homo sapiens",NA,NA,NA,NA,"China","2018-11-09",NA,NA,2018,"plasmid",NA
"NZ_CP084531.1","SAMN21878873","Klebsiella pneumoniae",NA,"NRZ-28775","Homo sapiens",NA,NA,NA,NA,"Germany","2016-08-22",NA,NA,2016,"chromosome",NA
"NZ_CP084900.1","SAMN21906625","Escherichia coli",NA,"EC20","Homo sapiens",NA,"urine",NA,NA,"China: Jinhua","2019-10-18",NA,NA,2019,"chromosome",NA
"NZ_CP084901.1","SAMN21906625","Escherichia coli",NA,"EC20","Homo sapiens",NA,"urine",NA,NA,"China: Jinhua","2019-10-18",NA,NA,2019,"plasmid",NA
"NZ_CP084902.1","SAMN21906625","Escherichia coli",NA,"EC20","Homo sapiens",NA,"urine",NA,NA,"China: Jinhua","2019-10-18",NA,NA,2019,"plasmid",NA
"NZ_CP084904.1","SAMN21906625","Escherichia coli",NA,"EC20","Homo sapiens",NA,"urine",NA,NA,"China: Jinhua","2019-10-18",NA,NA,2019,"plasmid",NA
"NZ_CP084873.1","SAMN22024780","Klebsiella pneumoniae",NA,"03-9138-2","Homo sapiens",NA,"Anal abscess",NA,NA,"Martinique","2003",NA,NA,2003,"chromosome",NA
"NZ_CP084871.1","SAMN22024781","Klebsiella pneumoniae",NA,"04A025","Homo sapiens",NA,"blood",NA,NA,"France","1997",NA,NA,1997,"chromosome",NA
"NZ_CP084872.1","SAMN22024781","Klebsiella pneumoniae",NA,"04A025","Homo sapiens",NA,"blood",NA,NA,"France","1997",NA,NA,1997,"plasmid",NA
"NZ_CP084870.1","SAMN22024782","Klebsiella pneumoniae",NA,"BJ1","Homo sapiens",NA,"liver abscess",NA,NA,"France","2011",NA,NA,2011,"chromosome",NA
